,det,x,noun,adj,verb,adp,.,adv,pron,prt,conj,num
breakdown,0.0,0.0,5.4901198957721854e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
desertion,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dependency,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solve,0.0,0.0,0.0,0.0,0.00013675400689240196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly,0.0,0.0,1.2669507451781967e-05,0.00020625360943816518,0.0,0.0,0.0,6.724949562878279e-05,0.0,0.0,0.0,0.0
"100,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006633254716981132
recipients,0.0,0.0,2.1115845752969944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.370283018867924e-05
virgil,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
martin,0.0,0.0,0.00013091824366841365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carson,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pirie,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
co.,0.0,0.0,0.00020271211922851147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
problems,0.0,0.0,0.0010008910886907753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forced,0.0,0.0,0.0,0.0,0.000423937421366446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
depend,0.0,0.0,0.0,0.0,0.0002871834144740441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subsistence,0.0,0.0,4.223169150593989e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
volume,0.0,0.0,0.0005532351587278125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cases,0.0,0.0,0.0006039131885349403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decrease,0.0,0.0,2.1115845752969944e-05,0.0,6.837700344620098e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
community,0.0,0.0,0.0009544362280342415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
able,0.0,0.0,0.0,0.002543794516404037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deal,0.0,0.0,0.00034629987034870706,0.0,0.0002940211148186642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
effectively,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008294104460883211,0.0,0.0,0.0,0.0
relatively,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018605693790629903,0.0,0.0,0.0,0.0
limited,0.0,0.0,0.0,0.0,0.0006700946337727695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skills,0.0,0.0,0.00015625725857197758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
color,0.0,0.0,0.0004561022682641508,0.0,2.735080137848039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
underlying,0.0,0.0,0.0,0.0,0.00013675400689240196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
breakups,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extension,0.0,0.0,0.0001478109202707896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
living,0.0,0.0,7.60170447106918e-05,0.0,0.000991466549969914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relatives,0.0,0.0,7.179387556009781e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parents,0.0,0.0,0.00034629987034870706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
preserving,0.0,0.0,0.0,0.0,6.837700344620098e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unity,0.0,0.0,0.00029139867139098524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
projects,0.0,0.0,0.00027028282563801526,0.0,2.735080137848039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prevention,0.0,0.0,0.0001140255670660377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
illegitimacy,0.0,0.0,1.6892676602375954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
defendants,0.0,0.0,4.223169150593989e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
summerdale,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burglary,0.0,0.0,1.6892676602375954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial,0.0,0.0,0.0005236729746736546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indicating,0.0,0.0,0.0,0.0,9.572780482468136e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guilt,0.0,0.0,0.0001140255670660377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arrest,0.0,0.0,3.378535320475191e-05,0.0,3.418850172310049e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parsons,0.0,0.0,2.1115845752969944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
criminal,0.0,0.0,2.956218405415792e-05,0.00020625360943816518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disclosure,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bellows,0.0,0.0,2.956218405415792e-05,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
defense,0.0,0.0,0.0006714838949444442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
counsel,0.0,0.0,6.334753725890983e-05,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
startled,0.0,0.0,0.0,0.0,6.837700344620098e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observers,0.0,0.0,8.446338301187977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viewed,0.0,0.0,0.0,0.0,0.00015726710792626224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prelude,0.0,0.0,1.6892676602375954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quarrel,0.0,0.0,4.6454860656533874e-05,0.0,3.418850172310049e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
six,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013119103773584906
eight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00685436320754717
policemen,0.0,0.0,5.4901198957721854e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grant,0.0,0.0,0.00013936458196960164,0.0,9.572780482468136e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
client,0.0,0.0,6.334753725890983e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alan,0.0,0.0,2.1115845752969944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clements,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
separate,0.0,0.0,0.0,0.0008387646783818717,8.205240413544117e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
request,0.0,0.0,0.00016048042772257156,0.0,4.786390241234068e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all-woman,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
courtroom,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fears,0.0,0.0,0.00017314993517435353,0.0,2.735080137848039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prejudicial,0.0,0.0,0.0,5.500096251684405e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aspects,0.0,0.0,0.0002576133181862333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
highly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019502353732347008,0.0,0.0,0.0,0.0
strongly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007397444519166107,0.0,0.0,0.0,0.0
indicated,0.0,0.0,0.0,0.0,0.0006906077348066298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knew,0.0,0.0,0.0,0.0,0.0014837809747825612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receiving,0.0,0.0,0.0,0.0,0.0002051310103386029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stolen,0.0,0.0,0.0,0.0,8.205240413544117e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
involving,0.0,0.0,0.0,0.0,0.00019829330999398282,8.068290006615998e-06,0.0,0.0,0.0,0.0,0.0,0.0
themselves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007092824768968156,0.0,0.0,0.0
others,0.0,0.0,0.0011782641930157228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaned,0.0,0.0,0.0,0.0,7.521470379082107e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bench,0.0,0.0,9.713289046366174e-05,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inquired,0.0,0.0,0.0,0.0,5.470160275696078e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean,0.0,0.0,5.067802980712787e-05,0.00033000577510106425,0.0007931732399759313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
admitting,0.0,0.0,0.0,0.0,4.786390241234068e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
?,0.0,0.0008319467554076539,0.0,0.0,0.0,0.0,0.02464933183202842,0.0,0.0,0.0,0.0,0.0
yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014794889038332213,0.0,0.0,0.0,0.0
your,0.005714235710035353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
honor,0.0,0.0,0.00020271211922851147,0.0,9.572780482468136e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
replied,0.0,0.0,0.0,0.0,0.0002666703134401838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amounts,0.0,0.0,9.713289046366174e-05,0.0,0.00013675400689240196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
true,0.0,0.0,4.223169150593988e-06,0.0025575447570332483,0.0,0.0,0.0,0.00020174848688634834,0.0,0.0,0.0,0.0
free-for-all,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conflict,0.0,0.0,0.00019848895007791746,0.0,2.0513101033860292e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
july,0.0,0.0,0.00027028282563801526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kennedy,0.0,0.0,0.0005912436810831584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
today,0.0,0.0,0.001098023979154437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pushed,0.0,0.0,0.0,0.0,0.00022564411137246322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
white,0.0,0.0,0.00013091824366841365,0.0036025630448532847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
business,0.0,0.0,0.001495001879310272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
devote,0.0,0.0,0.0,0.0,9.572780482468136e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attention,0.0,0.0,0.0006250290342879103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
working,0.0,0.0,0.0,0.0,0.0008683879437667523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin,0.0,0.0,0.00030829134799336116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crisis,0.0,0.0008319467554076539,0.0003336303628969251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
address,0.0,0.0,0.0002576133181862333,0.0,3.418850172310049e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deliver,0.0,0.0,0.0,0.0,0.00011624090585854166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tomorrow,0.0,0.0,0.00017737310432494754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
american,0.0,0.0,0.00013091824366841365,0.006985122239639194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nationwide,0.0,0.0,0.0,5.500096251684405e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
television,0.0,0.0,0.0001858194426261355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
radio,0.0,0.0,0.00042654008420999287,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
much,0.0,0.0,0.0,0.005651348898605726,0.0,0.0,0.0,0.00764402600313831,0.0,0.0,0.0,0.0
week-end,0.0,0.0,2.1115845752969944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
summer,0.0,0.0,0.0004729949448665267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cape,0.0,0.0,7.179387556009781e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cod,0.0,0.0,2.1115845752969944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
writing,0.0,0.0,0.00016470359687316557,0.0,0.0004991521251572671,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drafts,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portions,0.0,0.0,4.6454860656533874e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aids,0.0,0.0,8.868655216247377e-05,0.0,4.1026202067720585e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whom,0.0,0.0008319467554076539,0.0,0.0,0.0,0.0,0.0,0.0,0.003826005062099005,0.0,0.0,0.0
talked,0.0,0.0,0.0,0.0,0.0002393195120617034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
returned,0.0,0.0,0.0,0.0,0.0005812045292927083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
midmorning,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hyannis,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
port,0.0,0.0,7.60170447106918e-05,2.7500481258422024e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mass.,0.0,0.0,5.067802980712787e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spokesman,0.0,0.0,5.4901198957721854e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
text,0.0,0.0,0.0002449438107344513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004393633714413809,0.0,0.0012953367875647669,0.0,0.0
way,0.0,0.0,0.002871755022403912,0.0,0.0,0.0,0.0,0.00013449899125756557,0.0,0.0,0.0,0.0
completion,0.0,0.0,0.00024072064158385737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decisions,0.0,0.0,0.0002280511341320754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pierre,0.0,0.0,6.757070640950381e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salinger,0.0,0.0,1.6892676602375954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
press,0.0,0.0,0.00040120106930642893,0.0,0.00015042940758164215,0.0,0.0,0.0,0.0,0.0,0.0,0.0
secretary,0.0,0.0,0.0007812862928598879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
say,0.0,0.0,1.2669507451781967e-05,0.0,0.0023453312182046934,0.0,0.0,0.0,0.0,0.0006700017866714312,0.0,0.0
it's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008084688225835268,0.0,0.0
thru,0.0,0.0,0.0,0.0,0.0,0.00012909264010585596,0.0,0.0,0.0,0.0,0.0,0.0
advisers,0.0,0.0,5.067802980712787e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
staff,0.0,0.0,0.00046454860656533877,0.0,1.3675400689240195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
doing,0.0,0.0,1.2669507451781967e-05,0.0,0.0007384716372189705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
involved,0.0,0.0,0.0,0.0,0.0009025764454898529,0.0,0.0,0.0,0.0,0.0,0.0,0.0
composition,0.0,0.0,0.00010557922876484971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wording,0.0,0.0,1.2669507451781967e-05,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rather,0.0,0.0,0.0,0.0,0.0,0.0009197850607542237,0.0,0.004819547186729433,0.0,0.00013400035733428622,0.0,0.0
minute,0.0,0.0,0.00010557922876484971,0.0001237521656628991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meet,0.0,0.0,2.956218405415792e-05,0.0,0.0008273617416990318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latest,0.0,0.0,0.0,0.0004400077001347524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
precipitated,0.0,0.0,0.0,0.0,6.153930310158087e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
russia's,0.0,0.0,5.912436810831584e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demands,0.0,0.0,0.00018159627347554152,0.0,8.205240413544117e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nov.,0.0,0.0,8.868655216247377e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dismissed,0.0,0.0,0.0,0.0,6.837700344620098e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acting,0.0,0.0,2.1115845752969944e-05,0.0,0.0003145342158525245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
karns,0.0,0.0,2.956218405415792e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosecution,0.0,0.0,3.80085223553459e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
obtained,0.0,0.0,0.0,0.0,0.0007863355396313112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfair,0.0,0.0,0.0,0.0001512526469213211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fundamentally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020174848688634834,0.0,0.0,0.0,0.0
illegal,0.0,0.0,0.0,0.0001100019250336881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matter,0.0,0.0,0.0010220069344437453,0.0,6.837700344620098e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
even,0.0,0.0008319467554076539,0.0,0.00033000577510106425,5.470160275696078e-05,0.0,0.0,0.01947993723380408,0.0,0.0,0.0,0.0
significance,0.0,0.0,0.00027028282563801526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innocence,0.0,0.0,0.00010980239791544371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004422169811320755
legal,0.0,0.0,0.0,0.0009487666034155598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rights,0.0,0.0,0.0002998450096921732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
karns',0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ruling,0.0,0.0,5.067802980712787e-05,0.0,8.205240413544117e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pertained,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ruled,0.0,0.0,0.0,0.0,0.00018461790930474262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unable,0.0,0.0,0.0,0.0006600115502021285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contempt,0.0,0.0,5.067802980712787e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proceedings,0.0,0.0,6.757070640950381e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
originally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005155794664873347,0.0,0.0,0.0,0.0
677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.370283018867924e-05
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029481132075471697
morris,0.0,0.0,8.868655216247377e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wexler,0.0,0.0,2.5339014903563934e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosecutor,0.0,0.0,2.956218405415792e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subpoenas,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
admitted,0.0,0.0,0.0,0.0,0.00022564411137246322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hearings,0.0,0.0,3.378535320475191e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subpenas,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025795990566037734
questioned,0.0,0.0,0.0,0.0,0.00017094250861550243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
individuals,0.0,0.0,0.0003040681788427672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
building,0.0,0.0,0.0003378535320475191,0.0,0.000348722717575625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mayer,0.0,0.0,2.1115845752969944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goldberg,0.0,0.0,4.223169150593989e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
judges,0.0,0.0,8.024021386128578e-05,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58th,0.0,0.0,0.0,2.7500481258422024e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
precinct,0.0,0.0,2.5339014903563934e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23d,0.0,0.0,0.0,6.875120314605505e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward,0.0,0.0,7.179387556009781e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
procedure,0.0,0.0,0.00031673768629454917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constituted,0.0,0.0,0.0,0.0,6.837700344620098e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intimidation,0.0,0.0,2.1115845752969944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repeatedly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035866397668684154,0.0,0.0,0.0,0.0
coercion,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
used,0.0,0.0,0.0,0.0,0.0038359498933318746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
questioning,0.0,0.0,8.446338301187977e-06,0.0,7.521470379082107e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrongful,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
privately,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002465814839722035,0.0,0.0,0.0,0.0
outside,0.0,0.0,8.868655216247377e-05,0.0004675081813931744,0.0,0.0005325071404366559,0.0,0.0009639094373458866,0.0,0.0,0.0,0.0
room,0.0,0.0,0.0010262301035943392,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
misuse,0.0,0.0,1.2669507451781967e-05,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
processes,0.0,0.0,0.00023649747243326336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
actually,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003093476798924008,0.0,0.0,0.0,0.0
abuse,0.0,0.0,5.4901198957721854e-05,0.0,1.3675400689240195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
process,0.0,0.0,0.0007939558003116699,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
altho,0.0,0.0,0.0,0.0,0.0,1.6136580013231996e-05,0.0,0.0,0.0,0.0,0.0,0.0
vindication,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
function,0.0,0.0,0.0004476559299629628,0.0,4.1026202067720585e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
east,0.0,0.0,0.00031673768629454917,0.001320023100404257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st.,0.0,0.0,0.0006545912183420682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sitting,0.0,0.0,1.6892676602375954e-05,0.0,0.00033504731688638475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
faced,0.0,0.0,0.0,0.0,0.000280345714129424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012529481132075471
complementary,0.0,0.0,0.0,5.500096251684405e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miscount,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33d,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24th,0.0,0.0,0.0,9.625168440447707e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42d,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31st,0.0,0.0,0.0,2.7500481258422024e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21st,0.0,0.0,0.0,4.125072188763303e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28th,0.0,0.0,0.0,8.250144377526606e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29th,0.0,0.0,0.0,6.875120314605505e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18th,0.0,0.0,0.0,0.0001237521656628991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
